Build tool,Group id,Artifact id,Version,Dependency group id,Dependency artifact id,Dependency version,Direct Dependency,Resolution failure
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.google.j2objc,j2objc-annotations,3.1,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.github.ben-manes.caffeine,caffeine,3.2.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.core,jackson-core,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.datatype,jackson-datatype-guava,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.datatype,jackson-datatype-jsr310,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.datatype,jackson-datatype-jdk8,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.module,jackson-module-parameter-names,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.module,jackson-module-blackbird,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.smoketurner,dropwizard-swagger,4.0.5-1,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-auth,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard.metrics,metrics-caffeine,4.2.39,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-assets,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-views,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-views-freemarker,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.freemarker,freemarker,2.3.34,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.swagger.core.v3,swagger-jaxrs2-jakarta,2.2.20,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.github.classgraph,classgraph,4.8.165,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.swagger.core.v3,swagger-models-jakarta,2.2.20,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.yaml,snakeyaml,2.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.swagger.core.v3,swagger-annotations-jakarta,2.2.20,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.swagger.core.v3,swagger-integration-jakarta,2.2.20,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.swagger.core.v3,swagger-core-jakarta,2.2.20,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,jakarta.xml.bind,jakarta.xml.bind-api,4.0.5,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,jakarta.activation,jakarta.activation-api,2.1.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.h2database,h2,2.4.240,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-testing,5.0.2,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.jakarta.rs,jackson-jakarta-rs-json-provider,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.jakarta.rs,jackson-jakarta-rs-base,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.module,jackson-module-jakarta-xmlbind-annotations,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.containers,jersey-container-servlet-core,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.connectors,jersey-apache5-connector,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.apache.httpcomponents.client5,httpclient5,5.6.1,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.apache.httpcomponents.core5,httpcore5,5.4.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.apache.httpcomponents.core5,httpcore5-h2,5.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.core,jersey-client,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.core,jersey-server,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.test-framework,jersey-test-framework-core,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.media,jersey-media-jaxb,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.junit.jupiter,junit-jupiter,5.14.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.junit.jupiter,junit-jupiter-params,5.14.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.hamcrest,hamcrest,3.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.test-framework.providers,jersey-test-framework-provider-inmemory,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.junit.jupiter,junit-jupiter-api,5.14.4,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.opentest4j,opentest4j,1.3.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.junit.platform,junit-platform-commons,1.14.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.apiguardian,apiguardian-api,1.1.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.junit.jupiter,junit-jupiter-engine,5.14.4,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.junit.platform,junit-platform-engine,1.14.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.assertj,assertj-core,3.27.7,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,net.bytebuddy,byte-buddy,1.18.8-jdk5,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.mockito,mockito-core,5.23.0,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,net.bytebuddy,byte-buddy-agent,1.17.7,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.objenesis,objenesis,3.3,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.mockito,mockito-junit-jupiter,5.23.0,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-core,5.0.2,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-util,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-validation,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml,classmate,1.7.3,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.hibernate.validator,hibernate-validator,8.0.3.Final,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.expressly,expressly,5.0.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-configuration,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.dataformat,jackson-dataformat-yaml,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.apache.commons,commons-text,1.15.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.apache.commons,commons-lang3,3.20.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-logging,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard.metrics,metrics-logback,4.2.39,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.slf4j,jul-to-slf4j,2.0.18,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,ch.qos.logback,logback-core,1.5.33,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.google.errorprone,error_prone_annotations,2.42.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard.logback,logback-throttling-appender,1.5.3,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.slf4j,log4j-over-slf4j,2.0.18,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.slf4j,jcl-over-slf4j,2.0.18,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-metrics,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-jersey,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.ext,jersey-metainf-services,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.inject,jersey-hk2,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.hk2,hk2-locator,3.0.6,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.javassist,javassist,3.31.0-GA,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard.metrics,metrics-jersey3,4.2.39,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,jakarta.annotation,jakarta.annotation-api,2.1.1,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.hk2,hk2-api,3.0.6,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.hk2,hk2-utils,3.0.6,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.hk2.external,aopalliance-repackaged,3.0.6,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.containers,jersey-container-servlet,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.eclipse.jetty,jetty-io,12.1.9,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-servlets,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-jetty,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.eclipse.jetty,jetty-http,12.1.9,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-lifecycle,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-health,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard.metrics,metrics-core,4.2.39,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard.metrics,metrics-annotation,4.2.39,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard.metrics,metrics-jetty12,4.2.39,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard.metrics,metrics-jetty12-ee10,4.2.39,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard.metrics,metrics-jvm,4.2.39,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard.metrics,metrics-jmx,4.2.39,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard.metrics,metrics-jakarta-servlets,4.2.39,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard.metrics,metrics-json,4.2.39,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.helger,profiler,1.1.1,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard.metrics,metrics-healthchecks,4.2.39,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-request-logging,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,ch.qos.logback.access,logback-access-common,2.0.12,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,ch.qos.logback.access,logback-access-jetty12,2.0.12,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,ch.qos.logback,logback-classic,1.5.33,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.core,jackson-annotations,2.21,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.core,jackson-databind,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.jspecify,jspecify,1.0.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,jakarta.servlet,jakarta.servlet-api,6.0.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,jakarta.validation,jakarta.validation-api,3.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,jakarta.ws.rs,jakarta.ws.rs-api,3.1.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,net.sourceforge.argparse4j,argparse4j,0.9.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.eclipse.jetty,jetty-security,12.1.9,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.eclipse.jetty,jetty-server,12.1.9,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.eclipse.jetty.ee10,jetty-ee10-servlet,12.1.9,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.eclipse.jetty,jetty-session,12.1.9,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.eclipse.jetty,jetty-util,12.1.9,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.eclipse.jetty.toolchain.setuid,jetty-setuid-jna,2.0.3,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,net.java.dev.jna,jna-jpms,5.14.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,jakarta.inject,jakarta.inject-api,2.0.1,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.core,jersey-common,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.hk2,osgi-resource-locator,1.0.3,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.ext,jersey-bean-validation,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.jboss.logging,jboss-logging,3.6.3.Final,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,jakarta.el,jakarta.el-api,5.0.1,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.slf4j,slf4j-api,2.0.18,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-jdbi3,5.0.2,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.jdbi,jdbi3-core,3.53.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.leangen.geantyref,geantyref,2.0.1,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.jdbi,jdbi3-sqlobject,3.53.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.jdbi,jdbi3-guava,3.53.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard.metrics,metrics-jdbi3,4.2.39,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-db,5.0.2,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.apache.tomcat,tomcat-jdbc,11.0.22,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.apache.tomcat,tomcat-juli,11.0.22,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-forms,5.0.2,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.media,jersey-media-multipart,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.jvnet.mimepull,mimepull,1.9.15,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-jackson,5.0.2,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.google.guava,guava,33.6.0-jre,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.google.guava,failureaccess,1.0.3,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.google.j2objc,j2objc-annotations,3.1,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.github.ben-manes.caffeine,caffeine,3.2.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.core,jackson-core,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.datatype,jackson-datatype-guava,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.datatype,jackson-datatype-jsr310,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.datatype,jackson-datatype-jdk8,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.module,jackson-module-parameter-names,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.module,jackson-module-blackbird,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.smoketurner,dropwizard-swagger,4.0.5-1,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-auth,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard.metrics,metrics-caffeine,4.2.39,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-assets,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-views,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-views-freemarker,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.freemarker,freemarker,2.3.34,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.swagger.core.v3,swagger-jaxrs2-jakarta,2.2.20,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.github.classgraph,classgraph,4.8.165,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.swagger.core.v3,swagger-models-jakarta,2.2.20,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.yaml,snakeyaml,2.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.swagger.core.v3,swagger-annotations-jakarta,2.2.20,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.swagger.core.v3,swagger-integration-jakarta,2.2.20,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.swagger.core.v3,swagger-core-jakarta,2.2.20,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,jakarta.xml.bind,jakarta.xml.bind-api,4.0.5,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,jakarta.activation,jakarta.activation-api,2.1.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.h2database,h2,2.4.240,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-testing,5.0.2,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.jakarta.rs,jackson-jakarta-rs-json-provider,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.jakarta.rs,jackson-jakarta-rs-base,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml.jackson.module,jackson-module-jakarta-xmlbind-annotations,2.21.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.containers,jersey-container-servlet-core,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.connectors,jersey-apache5-connector,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.apache.httpcomponents.client5,httpclient5,5.6.1,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.apache.httpcomponents.core5,httpcore5,5.4.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.apache.httpcomponents.core5,httpcore5-h2,5.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.core,jersey-client,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.core,jersey-server,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.test-framework,jersey-test-framework-core,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.media,jersey-media-jaxb,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.junit.jupiter,junit-jupiter,5.14.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.junit.jupiter,junit-jupiter-params,5.14.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.hamcrest,hamcrest,3.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.glassfish.jersey.test-framework.providers,jersey-test-framework-provider-inmemory,3.1.11,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.junit.jupiter,junit-jupiter-api,5.14.4,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.opentest4j,opentest4j,1.3.0,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.junit.platform,junit-platform-commons,1.14.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.apiguardian,apiguardian-api,1.1.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.junit.jupiter,junit-jupiter-engine,5.14.4,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.junit.platform,junit-platform-engine,1.14.4,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.assertj,assertj-core,3.27.7,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,net.bytebuddy,byte-buddy,1.18.8-jdk5,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.mockito,mockito-core,5.23.0,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,net.bytebuddy,byte-buddy-agent,1.17.7,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.objenesis,objenesis,3.3,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.mockito,mockito-junit-jupiter,5.23.0,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-core,5.0.2,true,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-util,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,io.dropwizard,dropwizard-validation,5.0.2,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,com.fasterxml,classmate,1.7.3,false,
Maven,org.ministry.magic,wizard-registry,1.0-SNAPSHOT,org.hibernate.validator,hibernate-validator,8.0.3.Final,false,
